Date,GrAge_Admission,Statut_Vaccinal,Nb_Nvelles_Hosp
2021-09-20,30-39 ans,Non-vacciné,3
2021-09-20,30-39 ans,Vacciné 1 dose,1
2021-09-20,30-39 ans,Vacciné 2 doses,0
2021-09-20,40-49 ans,Non-vacciné,2
2021-09-20,40-49 ans,Vacciné 1 dose,0
2021-09-20,40-49 ans,Vacciné 2 doses,1
2021-09-20,50-59 ans,Non-vacciné,4
2021-09-20,50-59 ans,Vacciné 1 dose,0
2021-09-20,50-59 ans,Vacciné 2 doses,2
2021-09-20,60-69 ans,Non-vacciné,3
2021-09-20,60-69 ans,Vacciné 1 dose,0
2021-09-20,60-69 ans,Vacciné 2 doses,2
2021-09-20,70-79 ans,Non-vacciné,3
2021-09-20,70-79 ans,Vacciné 1 dose,0
2021-09-20,70-79 ans,Vacciné 2 doses,1
2021-09-20,80-89 ans,Non-vacciné,3
2021-09-20,80-89 ans,Vacciné 1 dose,0
2021-09-20,80-89 ans,Vacciné 2 doses,4
2021-09-20,90 ans et plus,Non-vacciné,0
2021-09-20,90 ans et plus,Vacciné 1 dose,0
2021-09-20,90 ans et plus,Vacciné 2 doses,2
2021-09-21,0-9 ans,0 à 4 ans,0
2021-09-21,0-9 ans,Non-vacciné,2
2021-09-21,0-9 ans,Vacciné 1 dose,0
2021-09-21,0-9 ans,Vacciné 2 doses,0
2021-09-21,10-19 ans,Non-vacciné,0
2021-09-21,10-19 ans,Vacciné 1 dose,0
2021-09-21,10-19 ans,Vacciné 2 doses,0
2021-09-21,20-29 ans,Non-vacciné,2
2021-09-21,20-29 ans,Vacciné 1 dose,1
2021-09-21,20-29 ans,Vacciné 2 doses,0
2021-09-21,30-39 ans,Non-vacciné,2
2021-09-21,30-39 ans,Vacciné 1 dose,0
2021-09-21,30-39 ans,Vacciné 2 doses,0
2021-09-21,40-49 ans,Non-vacciné,3
2021-09-21,40-49 ans,Vacciné 1 dose,1
2021-09-21,40-49 ans,Vacciné 2 doses,1
2021-09-21,50-59 ans,Non-vacciné,5
2021-09-21,50-59 ans,Vacciné 1 dose,0
2021-09-21,50-59 ans,Vacciné 2 doses,0
2021-09-21,60-69 ans,Non-vacciné,2
2021-09-21,60-69 ans,Vacciné 1 dose,0
2021-09-21,60-69 ans,Vacciné 2 doses,2
2021-09-21,70-79 ans,Non-vacciné,2
2021-09-21,70-79 ans,Vacciné 1 dose,0
2021-09-21,70-79 ans,Vacciné 2 doses,1
2021-09-21,80-89 ans,Non-vacciné,1
2021-09-21,80-89 ans,Vacciné 1 dose,0
2021-09-21,80-89 ans,Vacciné 2 doses,4
2021-09-21,90 ans et plus,Non-vacciné,0
2021-09-21,90 ans et plus,Vacciné 1 dose,0
2021-09-21,90 ans et plus,Vacciné 2 doses,1
2021-09-22,0-9 ans,0 à 4 ans,0
2021-09-22,0-9 ans,Non-vacciné,1
2021-09-22,0-9 ans,Vacciné 1 dose,0
2021-09-22,0-9 ans,Vacciné 2 doses,0
2021-09-22,10-19 ans,Non-vacciné,0
2021-09-22,10-19 ans,Vacciné 1 dose,0
2021-09-22,10-19 ans,Vacciné 2 doses,0
2021-09-22,20-29 ans,Non-vacciné,1
2021-09-22,20-29 ans,Vacciné 1 dose,0
2021-09-22,20-29 ans,Vacciné 2 doses,0
2021-09-22,30-39 ans,Non-vacciné,5
2021-09-22,30-39 ans,Vacciné 1 dose,0
2021-09-22,30-39 ans,Vacciné 2 doses,0
2021-09-22,40-49 ans,Non-vacciné,6
2021-09-22,40-49 ans,Vacciné 1 dose,0
2021-09-22,40-49 ans,Vacciné 2 doses,1
2021-09-22,50-59 ans,Non-vacciné,5
2021-09-22,50-59 ans,Vacciné 1 dose,0
2021-09-22,50-59 ans,Vacciné 2 doses,0
2021-09-22,60-69 ans,Non-vacciné,5
2021-09-22,60-69 ans,Vacciné 1 dose,0
2021-09-22,60-69 ans,Vacciné 2 doses,0
2021-09-22,70-79 ans,Non-vacciné,2
2021-09-22,70-79 ans,Vacciné 1 dose,1
2021-09-22,70-79 ans,Vacciné 2 doses,5
2021-09-22,80-89 ans,Non-vacciné,0
2021-09-22,80-89 ans,Vacciné 1 dose,0
2021-09-22,80-89 ans,Vacciné 2 doses,3
2021-09-22,90 ans et plus,Non-vacciné,0
2021-09-22,90 ans et plus,Vacciné 1 dose,0
2021-09-22,90 ans et plus,Vacciné 2 doses,2
2021-09-23,0-9 ans,0 à 4 ans,0
2021-09-23,0-9 ans,Non-vacciné,3
2021-09-23,0-9 ans,Vacciné 1 dose,0
2021-09-23,0-9 ans,Vacciné 2 doses,0
2021-09-23,10-19 ans,Non-vacciné,1
2021-09-23,10-19 ans,Vacciné 1 dose,0
2021-09-23,10-19 ans,Vacciné 2 doses,0
2021-09-23,20-29 ans,Non-vacciné,2
2021-09-23,20-29 ans,Vacciné 1 dose,0
2021-09-23,20-29 ans,Vacciné 2 doses,0
2021-09-23,30-39 ans,Non-vacciné,2
2021-09-23,30-39 ans,Vacciné 1 dose,0
2021-09-23,30-39 ans,Vacciné 2 doses,0
2021-09-23,40-49 ans,Non-vacciné,3
2021-09-23,40-49 ans,Vacciné 1 dose,0
2021-09-23,40-49 ans,Vacciné 2 doses,0
2021-09-23,50-59 ans,Non-vacciné,6
2021-09-23,50-59 ans,Vacciné 1 dose,1
2021-09-23,50-59 ans,Vacciné 2 doses,0
2021-09-23,60-69 ans,Non-vacciné,6
2021-09-23,60-69 ans,Vacciné 1 dose,1
2021-09-23,60-69 ans,Vacciné 2 doses,2
2021-09-23,70-79 ans,Non-vacciné,5
2021-09-23,70-79 ans,Vacciné 1 dose,0
2021-09-23,70-79 ans,Vacciné 2 doses,3
2021-09-23,80-89 ans,Non-vacciné,3
2021-09-23,80-89 ans,Vacciné 1 dose,0
2021-09-23,80-89 ans,Vacciné 2 doses,3
2021-09-23,90 ans et plus,Non-vacciné,0
2021-09-23,90 ans et plus,Vacciné 1 dose,0
2021-09-23,90 ans et plus,Vacciné 2 doses,0
2021-09-24,0-9 ans,0 à 4 ans,0
2021-09-24,0-9 ans,Non-vacciné,1
2021-09-24,0-9 ans,Vacciné 1 dose,0
2021-09-24,0-9 ans,Vacciné 2 doses,0
2021-09-24,10-19 ans,Non-vacciné,0
2021-09-24,10-19 ans,Vacciné 1 dose,0
2021-09-24,10-19 ans,Vacciné 2 doses,0
2021-09-24,20-29 ans,Non-vacciné,2
2021-09-24,20-29 ans,Vacciné 1 dose,0
2021-09-24,20-29 ans,Vacciné 2 doses,0
2021-09-24,30-39 ans,Non-vacciné,2
2021-09-24,30-39 ans,Vacciné 1 dose,0
2021-09-24,30-39 ans,Vacciné 2 doses,1
2021-09-24,40-49 ans,Non-vacciné,9
2021-09-24,40-49 ans,Vacciné 1 dose,0
2021-09-24,40-49 ans,Vacciné 2 doses,1
2021-09-24,50-59 ans,Non-vacciné,2
2021-09-24,50-59 ans,Vacciné 1 dose,1
2021-09-24,50-59 ans,Vacciné 2 doses,1
2021-09-24,60-69 ans,Non-vacciné,2
2021-09-24,60-69 ans,Vacciné 1 dose,1
2021-09-24,60-69 ans,Vacciné 2 doses,1
2021-09-24,70-79 ans,Non-vacciné,4
2021-09-24,70-79 ans,Vacciné 1 dose,0
2021-09-24,70-79 ans,Vacciné 2 doses,2
2021-09-24,80-89 ans,Non-vacciné,1
2021-09-24,80-89 ans,Vacciné 1 dose,2
2021-09-24,80-89 ans,Vacciné 2 doses,2
2021-09-24,90 ans et plus,Non-vacciné,0
2021-09-24,90 ans et plus,Vacciné 1 dose,0
2021-09-24,90 ans et plus,Vacciné 2 doses,2
2021-09-25,0-9 ans,0 à 4 ans,1
2021-09-25,0-9 ans,Non-vacciné,0
2021-09-25,0-9 ans,Vacciné 1 dose,0
2021-09-25,0-9 ans,Vacciné 2 doses,0
2021-09-25,10-19 ans,Non-vacciné,0
2021-09-25,10-19 ans,Vacciné 1 dose,0
2021-09-25,10-19 ans,Vacciné 2 doses,0
2021-09-25,20-29 ans,Non-vacciné,2
2021-09-25,20-29 ans,Vacciné 1 dose,1
2021-09-25,20-29 ans,Vacciné 2 doses,0
2021-09-25,30-39 ans,Non-vacciné,3
2021-09-25,30-39 ans,Vacciné 1 dose,0
2021-09-25,30-39 ans,Vacciné 2 doses,0
2021-09-25,40-49 ans,Non-vacciné,4
2021-09-25,40-49 ans,Vacciné 1 dose,0
2021-09-25,40-49 ans,Vacciné 2 doses,1
2021-09-25,50-59 ans,Non-vacciné,2
2021-09-25,50-59 ans,Vacciné 1 dose,0
2021-09-25,50-59 ans,Vacciné 2 doses,0
2021-09-25,60-69 ans,Non-vacciné,2
2021-09-25,60-69 ans,Vacciné 1 dose,0
2021-09-25,60-69 ans,Vacciné 2 doses,2
2021-09-25,70-79 ans,Non-vacciné,1
2021-09-25,70-79 ans,Vacciné 1 dose,0
2021-09-25,70-79 ans,Vacciné 2 doses,2
2021-09-25,80-89 ans,Non-vacciné,0
2021-09-25,80-89 ans,Vacciné 1 dose,0
2021-09-25,80-89 ans,Vacciné 2 doses,10
2021-09-25,90 ans et plus,Non-vacciné,2
2021-09-25,90 ans et plus,Vacciné 1 dose,0
2021-09-25,90 ans et plus,Vacciné 2 doses,2
2021-09-26,0-9 ans,0 à 4 ans,1
2021-09-26,0-9 ans,Non-vacciné,1
2021-09-26,0-9 ans,Vacciné 1 dose,0
2021-09-26,0-9 ans,Vacciné 2 doses,0
2021-09-26,10-19 ans,Non-vacciné,0
2021-09-26,10-19 ans,Vacciné 1 dose,0
2021-09-26,10-19 ans,Vacciné 2 doses,0
2021-09-26,20-29 ans,Non-vacciné,2
2021-09-26,20-29 ans,Vacciné 1 dose,0
2021-09-26,20-29 ans,Vacciné 2 doses,0
2021-09-26,30-39 ans,Non-vacciné,0
2021-09-26,30-39 ans,Vacciné 1 dose,0
2021-09-26,30-39 ans,Vacciné 2 doses,0
2021-09-26,40-49 ans,Non-vacciné,5
2021-09-26,40-49 ans,Vacciné 1 dose,1
2021-09-26,40-49 ans,Vacciné 2 doses,1
2021-09-26,50-59 ans,Non-vacciné,3
2021-09-26,50-59 ans,Vacciné 1 dose,0
2021-09-26,50-59 ans,Vacciné 2 doses,0
2021-09-26,60-69 ans,Non-vacciné,3
2021-09-26,60-69 ans,Vacciné 1 dose,1
2021-09-26,60-69 ans,Vacciné 2 doses,2
2021-09-26,70-79 ans,Non-vacciné,2
2021-09-26,70-79 ans,Vacciné 1 dose,0
2021-09-26,70-79 ans,Vacciné 2 doses,1
2021-09-26,80-89 ans,Non-vacciné,2
2021-09-26,80-89 ans,Vacciné 1 dose,0
2021-09-26,80-89 ans,Vacciné 2 doses,6
2021-09-26,90 ans et plus,Non-vacciné,0
2021-09-26,90 ans et plus,Vacciné 1 dose,0
2021-09-26,90 ans et plus,Vacciné 2 doses,0
2021-09-27,0-9 ans,0 à 4 ans,0
2021-09-27,0-9 ans,Non-vacciné,0
2021-09-27,0-9 ans,Vacciné 1 dose,0
2021-09-27,0-9 ans,Vacciné 2 doses,0
2021-09-27,10-19 ans,Non-vacciné,0
2021-09-27,10-19 ans,Vacciné 1 dose,0
2021-09-27,10-19 ans,Vacciné 2 doses,0
2021-09-27,20-29 ans,Non-vacciné,0
2021-09-27,20-29 ans,Vacciné 1 dose,0
2021-09-27,20-29 ans,Vacciné 2 doses,0
2021-09-27,30-39 ans,Non-vacciné,4
2021-09-27,30-39 ans,Vacciné 1 dose,1
2021-09-27,30-39 ans,Vacciné 2 doses,0
2021-09-27,40-49 ans,Non-vacciné,6
2021-09-27,40-49 ans,Vacciné 1 dose,0
2021-09-27,40-49 ans,Vacciné 2 doses,0
2021-09-27,50-59 ans,Non-vacciné,2
2021-09-27,50-59 ans,Vacciné 1 dose,0
2021-09-27,50-59 ans,Vacciné 2 doses,0
2021-09-27,60-69 ans,Non-vacciné,3
2021-09-27,60-69 ans,Vacciné 1 dose,0
2021-09-27,60-69 ans,Vacciné 2 doses,2
2021-09-27,70-79 ans,Non-vacciné,1
2021-09-27,70-79 ans,Vacciné 1 dose,0
2021-09-27,70-79 ans,Vacciné 2 doses,2
2021-09-27,80-89 ans,Non-vacciné,1
2021-09-27,80-89 ans,Vacciné 1 dose,0
2021-09-27,80-89 ans,Vacciné 2 doses,2
2021-09-27,90 ans et plus,Non-vacciné,0
2021-09-27,90 ans et plus,Vacciné 1 dose,0
2021-09-27,90 ans et plus,Vacciné 2 doses,0
2021-09-28,0-9 ans,0 à 4 ans,0
2021-09-28,0-9 ans,Non-vacciné,2
2021-09-28,0-9 ans,Vacciné 1 dose,0
2021-09-28,0-9 ans,Vacciné 2 doses,0
2021-09-28,10-19 ans,Non-vacciné,0
2021-09-28,10-19 ans,Vacciné 1 dose,0
2021-09-28,10-19 ans,Vacciné 2 doses,0
2021-09-28,20-29 ans,Non-vacciné,2
2021-09-28,20-29 ans,Vacciné 1 dose,0
2021-09-28,20-29 ans,Vacciné 2 doses,1
2021-09-28,30-39 ans,Non-vacciné,2
2021-09-28,30-39 ans,Vacciné 1 dose,0
2021-09-28,30-39 ans,Vacciné 2 doses,2
2021-09-28,40-49 ans,Non-vacciné,4
2021-09-28,40-49 ans,Vacciné 1 dose,0
2021-09-28,40-49 ans,Vacciné 2 doses,0
2021-09-28,50-59 ans,Non-vacciné,6
2021-09-28,50-59 ans,Vacciné 1 dose,0
2021-09-28,50-59 ans,Vacciné 2 doses,1
2021-09-28,60-69 ans,Non-vacciné,4
2021-09-28,60-69 ans,Vacciné 1 dose,0
2021-09-28,60-69 ans,Vacciné 2 doses,3
2021-09-28,70-79 ans,Non-vacciné,4
2021-09-28,70-79 ans,Vacciné 1 dose,0
2021-09-28,70-79 ans,Vacciné 2 doses,2
2021-09-28,80-89 ans,Non-vacciné,1
2021-09-28,80-89 ans,Vacciné 1 dose,0
2021-09-28,80-89 ans,Vacciné 2 doses,5
2021-09-28,90 ans et plus,Non-vacciné,0
2021-09-28,90 ans et plus,Vacciné 1 dose,0
2021-09-28,90 ans et plus,Vacciné 2 doses,1
2021-09-29,0-9 ans,0 à 4 ans,1
2021-09-29,0-9 ans,Non-vacciné,0
2021-09-29,0-9 ans,Vacciné 1 dose,0
2021-09-29,0-9 ans,Vacciné 2 doses,0
2021-09-29,10-19 ans,Non-vacciné,1
2021-09-29,10-19 ans,Vacciné 1 dose,0
2021-09-29,10-19 ans,Vacciné 2 doses,0
2021-09-29,20-29 ans,Non-vacciné,1
2021-09-29,20-29 ans,Vacciné 1 dose,0
2021-09-29,20-29 ans,Vacciné 2 doses,0
2021-09-29,30-39 ans,Non-vacciné,1
2021-09-29,30-39 ans,Vacciné 1 dose,1
2021-09-29,30-39 ans,Vacciné 2 doses,1
2021-09-29,40-49 ans,Non-vacciné,3
2021-09-29,40-49 ans,Vacciné 1 dose,1
2021-09-29,40-49 ans,Vacciné 2 doses,2
2021-09-29,50-59 ans,Non-vacciné,4
2021-09-29,50-59 ans,Vacciné 1 dose,0
2021-09-29,50-59 ans,Vacciné 2 doses,1
2021-09-29,60-69 ans,Non-vacciné,3
2021-09-29,60-69 ans,Vacciné 1 dose,0
2021-09-29,60-69 ans,Vacciné 2 doses,1
2021-09-29,70-79 ans,Non-vacciné,2
2021-09-29,70-79 ans,Vacciné 1 dose,1
2021-09-29,70-79 ans,Vacciné 2 doses,2
2021-09-29,80-89 ans,Non-vacciné,1
2021-09-29,80-89 ans,Vacciné 1 dose,0
2021-09-29,80-89 ans,Vacciné 2 doses,6
2021-09-29,90 ans et plus,Non-vacciné,0
2021-09-29,90 ans et plus,Vacciné 1 dose,1
2021-09-29,90 ans et plus,Vacciné 2 doses,3
2021-09-30,0-9 ans,0 à 4 ans,0
2021-09-30,0-9 ans,Non-vacciné,0
2021-09-30,0-9 ans,Vacciné 1 dose,0
2021-09-30,0-9 ans,Vacciné 2 doses,0
2021-09-30,10-19 ans,Non-vacciné,0
2021-09-30,10-19 ans,Vacciné 1 dose,0
2021-09-30,10-19 ans,Vacciné 2 doses,0
2021-09-30,20-29 ans,Non-vacciné,2
2021-09-30,20-29 ans,Vacciné 1 dose,0
2021-09-30,20-29 ans,Vacciné 2 doses,1
2021-09-30,30-39 ans,Non-vacciné,0
2021-09-30,30-39 ans,Vacciné 1 dose,0
2021-09-30,30-39 ans,Vacciné 2 doses,0
2021-09-30,40-49 ans,Non-vacciné,1
2021-09-30,40-49 ans,Vacciné 1 dose,0
2021-09-30,40-49 ans,Vacciné 2 doses,0
2021-09-30,50-59 ans,Non-vacciné,3
2021-09-30,50-59 ans,Vacciné 1 dose,0
2021-09-30,50-59 ans,Vacciné 2 doses,0
2021-09-30,60-69 ans,Non-vacciné,3
2021-09-30,60-69 ans,Vacciné 1 dose,0
2021-09-30,60-69 ans,Vacciné 2 doses,1
2021-09-30,70-79 ans,Non-vacciné,1
2021-09-30,70-79 ans,Vacciné 1 dose,0
2021-09-30,70-79 ans,Vacciné 2 doses,2
2021-09-30,80-89 ans,Non-vacciné,2
2021-09-30,80-89 ans,Vacciné 1 dose,0
2021-09-30,80-89 ans,Vacciné 2 doses,3
2021-09-30,90 ans et plus,Non-vacciné,0
2021-09-30,90 ans et plus,Vacciné 1 dose,0
2021-09-30,90 ans et plus,Vacciné 2 doses,2
2021-10-01,0-9 ans,0 à 4 ans,0
2021-10-01,0-9 ans,Non-vacciné,0
2021-10-01,0-9 ans,Vacciné 1 dose,0
2021-10-01,0-9 ans,Vacciné 2 doses,0
2021-10-01,10-19 ans,Non-vacciné,0
2021-10-01,10-19 ans,Vacciné 1 dose,0
2021-10-01,10-19 ans,Vacciné 2 doses,1
2021-10-01,20-29 ans,Non-vacciné,0
2021-10-01,20-29 ans,Vacciné 1 dose,0
2021-10-01,20-29 ans,Vacciné 2 doses,0
2021-10-01,30-39 ans,Non-vacciné,4
2021-10-01,30-39 ans,Vacciné 1 dose,0
2021-10-01,30-39 ans,Vacciné 2 doses,0
2021-10-01,40-49 ans,Non-vacciné,1
2021-10-01,40-49 ans,Vacciné 1 dose,0
2021-10-01,40-49 ans,Vacciné 2 doses,0
2021-10-01,50-59 ans,Non-vacciné,2
2021-10-01,50-59 ans,Vacciné 1 dose,0
2021-10-01,50-59 ans,Vacciné 2 doses,3
2021-10-01,60-69 ans,Non-vacciné,5
2021-10-01,60-69 ans,Vacciné 1 dose,0
2021-10-01,60-69 ans,Vacciné 2 doses,2
2021-10-01,70-79 ans,Non-vacciné,2
2021-10-01,70-79 ans,Vacciné 1 dose,0
2021-10-01,70-79 ans,Vacciné 2 doses,7
2021-10-01,80-89 ans,Non-vacciné,0
2021-10-01,80-89 ans,Vacciné 1 dose,0
2021-10-01,80-89 ans,Vacciné 2 doses,4
2021-10-01,90 ans et plus,Non-vacciné,0
2021-10-01,90 ans et plus,Vacciné 1 dose,1
2021-10-01,90 ans et plus,Vacciné 2 doses,1
2021-10-02,0-9 ans,0 à 4 ans,0
2021-10-02,0-9 ans,Non-vacciné,0
2021-10-02,0-9 ans,Vacciné 1 dose,0
2021-10-02,0-9 ans,Vacciné 2 doses,0
2021-10-02,10-19 ans,Non-vacciné,0
2021-10-02,10-19 ans,Vacciné 1 dose,0
2021-10-02,10-19 ans,Vacciné 2 doses,0
2021-10-02,20-29 ans,Non-vacciné,1
2021-10-02,20-29 ans,Vacciné 1 dose,0
2021-10-02,20-29 ans,Vacciné 2 doses,0
2021-10-02,30-39 ans,Non-vacciné,1
2021-10-02,30-39 ans,Vacciné 1 dose,0
2021-10-02,30-39 ans,Vacciné 2 doses,0
2021-10-02,40-49 ans,Non-vacciné,3
2021-10-02,40-49 ans,Vacciné 1 dose,1
2021-10-02,40-49 ans,Vacciné 2 doses,0
2021-10-02,50-59 ans,Non-vacciné,3
2021-10-02,50-59 ans,Vacciné 1 dose,0
2021-10-02,50-59 ans,Vacciné 2 doses,0
2021-10-02,60-69 ans,Non-vacciné,2
2021-10-02,60-69 ans,Vacciné 1 dose,1
2021-10-02,60-69 ans,Vacciné 2 doses,1
2021-10-02,70-79 ans,Non-vacciné,1
2021-10-02,70-79 ans,Vacciné 1 dose,0
2021-10-02,70-79 ans,Vacciné 2 doses,9
2021-10-02,80-89 ans,Non-vacciné,1
2021-10-02,80-89 ans,Vacciné 1 dose,0
2021-10-02,80-89 ans,Vacciné 2 doses,3
2021-10-02,90 ans et plus,Non-vacciné,0
2021-10-02,90 ans et plus,Vacciné 1 dose,1
2021-10-02,90 ans et plus,Vacciné 2 doses,0
2021-10-03,0-9 ans,0 à 4 ans,0
2021-10-03,0-9 ans,Non-vacciné,0
2021-10-03,0-9 ans,Vacciné 1 dose,0
2021-10-03,0-9 ans,Vacciné 2 doses,0
2021-10-03,10-19 ans,Non-vacciné,0
2021-10-03,10-19 ans,Vacciné 1 dose,0
2021-10-03,10-19 ans,Vacciné 2 doses,0
2021-10-03,20-29 ans,Non-vacciné,1
2021-10-03,20-29 ans,Vacciné 1 dose,0
2021-10-03,20-29 ans,Vacciné 2 doses,0
2021-10-03,30-39 ans,Non-vacciné,2
2021-10-03,30-39 ans,Vacciné 1 dose,0
2021-10-03,30-39 ans,Vacciné 2 doses,1
2021-10-03,40-49 ans,Non-vacciné,1
2021-10-03,40-49 ans,Vacciné 1 dose,0
2021-10-03,40-49 ans,Vacciné 2 doses,0
2021-10-03,50-59 ans,Non-vacciné,5
2021-10-03,50-59 ans,Vacciné 1 dose,0
2021-10-03,50-59 ans,Vacciné 2 doses,0
2021-10-03,60-69 ans,Non-vacciné,2
2021-10-03,60-69 ans,Vacciné 1 dose,0
2021-10-03,60-69 ans,Vacciné 2 doses,3
2021-10-03,70-79 ans,Non-vacciné,2
2021-10-03,70-79 ans,Vacciné 1 dose,1
2021-10-03,70-79 ans,Vacciné 2 doses,1
2021-10-03,80-89 ans,Non-vacciné,0
2021-10-03,80-89 ans,Vacciné 1 dose,0
2021-10-03,80-89 ans,Vacciné 2 doses,2
2021-10-03,90 ans et plus,Non-vacciné,0
2021-10-03,90 ans et plus,Vacciné 1 dose,0
2021-10-03,90 ans et plus,Vacciné 2 doses,3
2021-10-04,0-9 ans,0 à 4 ans,0
2021-10-04,0-9 ans,Non-vacciné,0
2021-10-04,0-9 ans,Vacciné 1 dose,0
2021-10-04,0-9 ans,Vacciné 2 doses,0
2021-10-04,10-19 ans,Non-vacciné,1
2021-10-04,10-19 ans,Vacciné 1 dose,0
2021-10-04,10-19 ans,Vacciné 2 doses,0
2021-10-04,20-29 ans,Non-vacciné,0
2021-10-04,20-29 ans,Vacciné 1 dose,0
2021-10-04,20-29 ans,Vacciné 2 doses,0
2021-10-04,30-39 ans,Non-vacciné,1
2021-10-04,30-39 ans,Vacciné 1 dose,0
2021-10-04,30-39 ans,Vacciné 2 doses,1
2021-10-04,40-49 ans,Non-vacciné,2
2021-10-04,40-49 ans,Vacciné 1 dose,0
2021-10-04,40-49 ans,Vacciné 2 doses,0
2021-10-04,50-59 ans,Non-vacciné,5
2021-10-04,50-59 ans,Vacciné 1 dose,1
2021-10-04,50-59 ans,Vacciné 2 doses,0
2021-10-04,60-69 ans,Non-vacciné,1
2021-10-04,60-69 ans,Vacciné 1 dose,0
2021-10-04,60-69 ans,Vacciné 2 doses,1
2021-10-04,70-79 ans,Non-vacciné,2
2021-10-04,70-79 ans,Vacciné 1 dose,0
2021-10-04,70-79 ans,Vacciné 2 doses,4
2021-10-04,80-89 ans,Non-vacciné,1
2021-10-04,80-89 ans,Vacciné 1 dose,0
2021-10-04,80-89 ans,Vacciné 2 doses,1
2021-10-04,90 ans et plus,Non-vacciné,0
2021-10-04,90 ans et plus,Vacciné 1 dose,0
2021-10-04,90 ans et plus,Vacciné 2 doses,3
2021-10-05,0-9 ans,0 à 4 ans,0
2021-10-05,0-9 ans,Non-vacciné,0
2021-10-05,0-9 ans,Vacciné 1 dose,0
2021-10-05,0-9 ans,Vacciné 2 doses,0
2021-10-05,10-19 ans,Non-vacciné,1
2021-10-05,10-19 ans,Vacciné 1 dose,0
2021-10-05,10-19 ans,Vacciné 2 doses,0
2021-10-05,20-29 ans,Non-vacciné,1
2021-10-05,20-29 ans,Vacciné 1 dose,0
2021-10-05,20-29 ans,Vacciné 2 doses,0
2021-10-05,30-39 ans,Non-vacciné,0
2021-10-05,30-39 ans,Vacciné 1 dose,1
2021-10-05,30-39 ans,Vacciné 2 doses,0
2021-10-05,40-49 ans,Non-vacciné,4
2021-10-05,40-49 ans,Vacciné 1 dose,0
2021-10-05,40-49 ans,Vacciné 2 doses,2
2021-10-05,50-59 ans,Non-vacciné,2
2021-10-05,50-59 ans,Vacciné 1 dose,0
2021-10-05,50-59 ans,Vacciné 2 doses,1
2021-10-05,60-69 ans,Non-vacciné,4
2021-10-05,60-69 ans,Vacciné 1 dose,0
2021-10-05,60-69 ans,Vacciné 2 doses,1
2021-10-05,70-79 ans,Non-vacciné,1
2021-10-05,70-79 ans,Vacciné 1 dose,0
2021-10-05,70-79 ans,Vacciné 2 doses,0
2021-10-05,80-89 ans,Non-vacciné,2
2021-10-05,80-89 ans,Vacciné 1 dose,0
2021-10-05,80-89 ans,Vacciné 2 doses,3
2021-10-05,90 ans et plus,Non-vacciné,0
2021-10-05,90 ans et plus,Vacciné 1 dose,0
2021-10-05,90 ans et plus,Vacciné 2 doses,2
2021-10-06,0-9 ans,0 à 4 ans,0
2021-10-06,0-9 ans,Non-vacciné,1
2021-10-06,0-9 ans,Vacciné 1 dose,0
2021-10-06,0-9 ans,Vacciné 2 doses,0
2021-10-06,10-19 ans,Non-vacciné,0
2021-10-06,10-19 ans,Vacciné 1 dose,0
2021-10-06,10-19 ans,Vacciné 2 doses,0
2021-10-06,20-29 ans,Non-vacciné,2
2021-10-06,20-29 ans,Vacciné 1 dose,0
2021-10-06,20-29 ans,Vacciné 2 doses,0
2021-10-06,30-39 ans,Non-vacciné,3
2021-10-06,30-39 ans,Vacciné 1 dose,0
2021-10-06,30-39 ans,Vacciné 2 doses,1
2021-10-06,40-49 ans,Non-vacciné,3
2021-10-06,40-49 ans,Vacciné 1 dose,0
2021-10-06,40-49 ans,Vacciné 2 doses,1
2021-10-06,50-59 ans,Non-vacciné,3
2021-10-06,50-59 ans,Vacciné 1 dose,0
2021-10-06,50-59 ans,Vacciné 2 doses,1
2021-10-06,60-69 ans,Non-vacciné,5
2021-10-06,60-69 ans,Vacciné 1 dose,0
2021-10-06,60-69 ans,Vacciné 2 doses,1
2021-10-06,70-79 ans,Non-vacciné,1
2021-10-06,70-79 ans,Vacciné 1 dose,0
2021-10-06,70-79 ans,Vacciné 2 doses,2
2021-10-06,80-89 ans,Non-vacciné,3
2021-10-06,80-89 ans,Vacciné 1 dose,0
2021-10-06,80-89 ans,Vacciné 2 doses,3
2021-10-06,90 ans et plus,Non-vacciné,0
2021-10-06,90 ans et plus,Vacciné 1 dose,1
2021-10-06,90 ans et plus,Vacciné 2 doses,1
2021-10-07,0-9 ans,0 à 4 ans,0
2021-10-07,0-9 ans,Non-vacciné,0
2021-10-07,0-9 ans,Vacciné 1 dose,0
2021-10-07,0-9 ans,Vacciné 2 doses,0
2021-10-07,10-19 ans,Non-vacciné,0
2021-10-07,10-19 ans,Vacciné 1 dose,0
2021-10-07,10-19 ans,Vacciné 2 doses,0
2021-10-07,20-29 ans,Non-vacciné,1
2021-10-07,20-29 ans,Vacciné 1 dose,0
2021-10-07,20-29 ans,Vacciné 2 doses,0
2021-10-07,30-39 ans,Non-vacciné,0
2021-10-07,30-39 ans,Vacciné 1 dose,0
2021-10-07,30-39 ans,Vacciné 2 doses,0
2021-10-07,40-49 ans,Non-vacciné,1
2021-10-07,40-49 ans,Vacciné 1 dose,0
2021-10-07,40-49 ans,Vacciné 2 doses,0
2021-10-07,50-59 ans,Non-vacciné,2
2021-10-07,50-59 ans,Vacciné 1 dose,1
